InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDateOnly,InvoiceTimeOnly,TotalPrice
579792,23476,WOODLAND LARGE RED FELT HEART,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,23474,WOODLAND SMALL BLUE FELT HEART,12,2011-11-30T15:43:00.000+01:00,0.83,12714.0,France,2011-11-30,15:43,9.96
579792,23477,WOODLAND LARGE BLUE FELT HEART,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,23084,RABBIT NIGHT LIGHT,24,2011-11-30T15:43:00.000+01:00,1.79,12714.0,France,2011-11-30,15:43,42.96
579792,23681,LUNCH BAG RED VINTAGE DOILY,20,2011-11-30T15:43:00.000+01:00,1.65,12714.0,France,2011-11-30,15:43,33.0
579792,23583,LUNCH BAG PAISLEY PARK,20,2011-11-30T15:43:00.000+01:00,1.65,12714.0,France,2011-11-30,15:43,33.0
579792,22816,CARD MOTORBIKE SANTA,12,2011-11-30T15:43:00.000+01:00,0.42,12714.0,France,2011-11-30,15:43,5.04
579792,22818,CARD CHRISTMAS VILLAGE,12,2011-11-30T15:43:00.000+01:00,0.42,12714.0,France,2011-11-30,15:43,5.04
579792,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-30T15:43:00.000+01:00,0.29,12714.0,France,2011-11-30,15:43,6.96
579792,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22571,ROCKING HORSE RED CHRISTMAS,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,30.0
579792,23211,RED ROCKING HORSE HAND PAINTED,24,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,30.0
579792,23311,VINTAGE CHRISTMAS STOCKING,6,2011-11-30T15:43:00.000+01:00,2.55,12714.0,France,2011-11-30,15:43,15.3
579792,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22601,CHRISTMAS RETROSPOT ANGEL WOOD,24,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,20.4
579792,22593,CHRISTMAS GINGHAM STAR,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22595,GINGHAM HEART DECORATION,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22594,CHRISTMAS GINGHAM TREE,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2011-11-30T15:43:00.000+01:00,0.42,12714.0,France,2011-11-30,15:43,10.08
579792,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,2011-11-30T15:43:00.000+01:00,0.39,12714.0,France,2011-11-30,15:43,4.68
579792,22398,MAGNETS PACK OF 4 SWALLOWS,12,2011-11-30T15:43:00.000+01:00,0.39,12714.0,France,2011-11-30,15:43,4.68
579792,22403,MAGNETS PACK OF 4 VINTAGE LABELS,12,2011-11-30T15:43:00.000+01:00,0.39,12714.0,France,2011-11-30,15:43,4.68
579792,22400,MAGNETS PACK OF 4 HOME SWEET HOME,12,2011-11-30T15:43:00.000+01:00,0.39,12714.0,France,2011-11-30,15:43,4.68
579792,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,2011-11-30T15:43:00.000+01:00,0.39,12714.0,France,2011-11-30,15:43,4.68
579792,22758,LARGE PURPLE BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,22755,SMALL PURPLE BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22753,SMALL YELLOW BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22756,LARGE YELLOW BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,22757,LARGE RED BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,22754,SMALL RED BABUSHKA NOTEBOOK,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,22752,SET 7 BABUSHKA NESTING BOXES,8,2011-11-30T15:43:00.000+01:00,8.5,12714.0,France,2011-11-30,15:43,68.0
579792,15056BL,EDWARDIAN PARASOL BLACK,3,2011-11-30T15:43:00.000+01:00,5.95,12714.0,France,2011-11-30,15:43,17.85
579792,20679,EDWARDIAN PARASOL RED,3,2011-11-30T15:43:00.000+01:00,5.95,12714.0,France,2011-11-30,15:43,17.85
579792,21481,FAWN BLUE HOT WATER BOTTLE,8,2011-11-30T15:43:00.000+01:00,3.75,12714.0,France,2011-11-30,15:43,30.0
579792,22113,GREY HEART HOT WATER BOTTLE,8,2011-11-30T15:43:00.000+01:00,4.25,12714.0,France,2011-11-30,15:43,34.0
579792,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-11-30T15:43:00.000+01:00,4.25,12714.0,France,2011-11-30,15:43,17.0
579792,22899,CHILDREN'S APRON DOLLY GIRL,6,2011-11-30T15:43:00.000+01:00,2.1,12714.0,France,2011-11-30,15:43,12.6
579792,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2011-11-30T15:43:00.000+01:00,2.95,12714.0,France,2011-11-30,15:43,35.4
579792,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-11-30T15:43:00.000+01:00,2.95,12714.0,France,2011-11-30,15:43,17.7
579792,23209,LUNCH BAG VINTAGE DOILY,10,2011-11-30T15:43:00.000+01:00,1.65,12714.0,France,2011-11-30,15:43,16.5
579792,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-11-30T15:43:00.000+01:00,1.65,12714.0,France,2011-11-30,15:43,16.5
579792,22558,CLOTHES PEGS RETROSPOT PACK 24,12,2011-11-30T15:43:00.000+01:00,1.65,12714.0,France,2011-11-30,15:43,19.8
579792,22348,TEA BAG PLATE RED RETROSPOT,12,2011-11-30T15:43:00.000+01:00,0.85,12714.0,France,2011-11-30,15:43,10.2
579792,20676,RED RETROSPOT BOWL,8,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,10.0
579792,20677,PINK POLKADOT BOWL,8,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,10.0
579792,20675,BLUE POLKADOT BOWL,8,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,10.0
579792,22634,CHILDS BREAKFAST SET SPACEBOY,4,2011-11-30T15:43:00.000+01:00,9.95,12714.0,France,2011-11-30,15:43,39.8
579792,22635,CHILDS BREAKFAST SET DOLLY GIRL,6,2011-11-30T15:43:00.000+01:00,9.95,12714.0,France,2011-11-30,15:43,59.7
579792,23256,CHILDRENS CUTLERY SPACEBOY,8,2011-11-30T15:43:00.000+01:00,4.15,12714.0,France,2011-11-30,15:43,33.2
579792,23254,CHILDRENS CUTLERY DOLLY GIRL,8,2011-11-30T15:43:00.000+01:00,4.15,12714.0,France,2011-11-30,15:43,33.2
579792,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-11-30T15:43:00.000+01:00,4.15,12714.0,France,2011-11-30,15:43,33.2
579792,23255,CHILDRENS CUTLERY CIRCUS PARADE,8,2011-11-30T15:43:00.000+01:00,4.15,12714.0,France,2011-11-30,15:43,33.2
579792,22138,BAKING SET 9 PIECE RETROSPOT,6,2011-11-30T15:43:00.000+01:00,4.95,12714.0,France,2011-11-30,15:43,29.7
579792,22617,BAKING SET SPACEBOY DESIGN,6,2011-11-30T15:43:00.000+01:00,4.95,12714.0,France,2011-11-30,15:43,29.7
579792,21914,BLUE HARMONICA IN BOX,12,2011-11-30T15:43:00.000+01:00,1.25,12714.0,France,2011-11-30,15:43,15.0
579792,23507,MINI PLAYING CARDS BUFFALO BILL,20,2011-11-30T15:43:00.000+01:00,0.42,12714.0,France,2011-11-30,15:43,8.4
579792,23510,MINI PLAYING CARDS GYMKHANA,20,2011-11-30T15:43:00.000+01:00,0.42,12714.0,France,2011-11-30,15:43,8.4
579792,POST,POSTAGE,5,2011-11-30T15:43:00.000+01:00,18.0,12714.0,France,2011-11-30,15:43,90.0
579807,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-11-30T15:50:00.000+01:00,1.25,15046.0,United Kingdom,2011-11-30,15:50,7.5
579807,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-11-30T15:50:00.000+01:00,0.65,15046.0,United Kingdom,2011-11-30,15:50,7.8
579807,23213,STAR WREATH DECORATION WITH BELL,36,2011-11-30T15:50:00.000+01:00,1.25,15046.0,United Kingdom,2011-11-30,15:50,45.0
579807,23212,HEART WREATH DECORATION WITH BELL,36,2011-11-30T15:50:00.000+01:00,1.25,15046.0,United Kingdom,2011-11-30,15:50,45.0
579807,23131,MISTLETOE HEART WREATH CREAM,24,2011-11-30T15:50:00.000+01:00,4.15,15046.0,United Kingdom,2011-11-30,15:50,99.6
579807,22595,GINGHAM HEART DECORATION,36,2011-11-30T15:50:00.000+01:00,0.85,15046.0,United Kingdom,2011-11-30,15:50,30.6
579807,23560,SET OF 6 RIBBONS COUNTRY STYLE,4,2011-11-30T15:50:00.000+01:00,2.89,15046.0,United Kingdom,2011-11-30,15:50,11.56
579807,23562,SET OF 6 RIBBONS PERFECTLY PRETTY,4,2011-11-30T15:50:00.000+01:00,2.89,15046.0,United Kingdom,2011-11-30,15:50,11.56
579807,22075,6 RIBBONS ELEGANT CHRISTMAS,10,2011-11-30T15:50:00.000+01:00,1.65,15046.0,United Kingdom,2011-11-30,15:50,16.5
579807,22130,PARTY CONE CHRISTMAS DECORATION,12,2011-11-30T15:50:00.000+01:00,0.85,15046.0,United Kingdom,2011-11-30,15:50,10.2
579807,23247,BISCUIT TIN 50'S CHRISTMAS,1,2011-11-30T15:50:00.000+01:00,2.89,15046.0,United Kingdom,2011-11-30,15:50,2.89
579807,23459,DOLLY CABINET 2 DRAWERS,1,2011-11-30T15:50:00.000+01:00,12.5,15046.0,United Kingdom,2011-11-30,15:50,12.5
579807,23458,DOLLY CABINET 3 DRAWERS,1,2011-11-30T15:50:00.000+01:00,14.95,15046.0,United Kingdom,2011-11-30,15:50,14.95
579832,23357,HOT WATER BOTTLE SEX BOMB,4,2011-11-30T15:58:00.000+01:00,4.95,17434.0,United Kingdom,2011-11-30,15:58,19.8
579832,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-11-30T15:58:00.000+01:00,4.95,17434.0,United Kingdom,2011-11-30,15:58,19.8
579832,22809,SET OF 6 T-LIGHTS SANTA,6,2011-11-30T15:58:00.000+01:00,2.95,17434.0,United Kingdom,2011-11-30,15:58,17.7
579832,20982,12 PENCILS TALL TUBE SKULLS,12,2011-11-30T15:58:00.000+01:00,0.85,17434.0,United Kingdom,2011-11-30,15:58,10.2
579832,21174,POTTERING IN THE SHED METAL SIGN,12,2011-11-30T15:58:00.000+01:00,2.08,17434.0,United Kingdom,2011-11-30,15:58,24.96
579832,82600,N0 SINGING METAL SIGN,12,2011-11-30T15:58:00.000+01:00,2.1,17434.0,United Kingdom,2011-11-30,15:58,25.2
579832,21810,CHRISTMAS HANGING STAR WITH BELL,48,2011-11-30T15:58:00.000+01:00,0.39,17434.0,United Kingdom,2011-11-30,15:58,18.72
579832,23058,CHRISTMAS HANGING SNOWFLAKE,12,2011-11-30T15:58:00.000+01:00,0.79,17434.0,United Kingdom,2011-11-30,15:58,9.48
579832,35819B,"ACRYLIC HANGING JEWEL,BLUE",26,2011-11-30T15:58:00.000+01:00,0.38,17434.0,United Kingdom,2011-11-30,15:58,9.88
579832,85061W,WHITE JEWELLED HEART DECORATION,24,2011-11-30T15:58:00.000+01:00,0.85,17434.0,United Kingdom,2011-11-30,15:58,20.4
579832,23217,LAUREL HEART ANTIQUE SILVER,12,2011-11-30T15:58:00.000+01:00,1.25,17434.0,United Kingdom,2011-11-30,15:58,15.0
579832,23215,JINGLE BELL HEART ANTIQUE SILVER,12,2011-11-30T15:58:00.000+01:00,2.08,17434.0,United Kingdom,2011-11-30,15:58,24.96
579832,23221,REINDEER HEART DECORATION SILVER,24,2011-11-30T15:58:00.000+01:00,0.83,17434.0,United Kingdom,2011-11-30,15:58,19.92
579832,21544,SKULLS  WATER TRANSFER TATTOOS,12,2011-11-30T15:58:00.000+01:00,0.85,17434.0,United Kingdom,2011-11-30,15:58,10.2
579832,23084,RABBIT NIGHT LIGHT,12,2011-11-30T15:58:00.000+01:00,2.08,17434.0,United Kingdom,2011-11-30,15:58,24.96
579832,21903,MAN FLU METAL SIGN,12,2011-11-30T15:58:00.000+01:00,2.1,17434.0,United Kingdom,2011-11-30,15:58,25.2
579832,21181,PLEASE ONE PERSON METAL SIGN,12,2011-11-30T15:58:00.000+01:00,2.1,17434.0,United Kingdom,2011-11-30,15:58,25.2
579832,21169,YOU'RE CONFUSING ME METAL SIGN,12,2011-11-30T15:58:00.000+01:00,1.69,17434.0,United Kingdom,2011-11-30,15:58,20.28
579832,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-30T15:58:00.000+01:00,4.95,17434.0,United Kingdom,2011-11-30,15:58,14.85
579832,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-11-30T15:58:00.000+01:00,4.95,17434.0,United Kingdom,2011-11-30,15:58,14.85
579834,21544,SKULLS  WATER TRANSFER TATTOOS,24,2011-11-30T16:09:00.000+01:00,0.85,17288.0,United Kingdom,2011-11-30,16:09,20.4
579834,22299,PIG KEYRING WITH LIGHT & SOUND,48,2011-11-30T16:09:00.000+01:00,1.25,17288.0,United Kingdom,2011-11-30,16:09,60.0
579834,22565,FELTCRAFT HAIRBANDS PINK AND WHITE,24,2011-11-30T16:09:00.000+01:00,0.85,17288.0,United Kingdom,2011-11-30,16:09,20.4
579834,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,24,2011-11-30T16:09:00.000+01:00,0.85,17288.0,United Kingdom,2011-11-30,16:09,20.4
579834,22492,MINI PAINT SET VINTAGE,36,2011-11-30T16:09:00.000+01:00,0.65,17288.0,United Kingdom,2011-11-30,16:09,23.4
579834,22144,CHRISTMAS CRAFT LITTLE FRIENDS,12,2011-11-30T16:09:00.000+01:00,2.1,17288.0,United Kingdom,2011-11-30,16:09,25.2
579834,23310,BUBBLEGUM RING ASSORTED,72,2011-11-30T16:09:00.000+01:00,0.42,17288.0,United Kingdom,2011-11-30,16:09,30.24
579837,48187,DOORMAT NEW ENGLAND,20,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,141.6
579837,48173C,DOORMAT BLACK FLOCK,10,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,70.8
579837,20685,DOORMAT RED RETROSPOT,10,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,70.8
579837,23284,DOORMAT KEEP CALM AND COME IN,40,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,283.2
579837,22692,DOORMAT WELCOME TO OUR HOME,20,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,141.6
579837,21524,DOORMAT SPOTTY HOME SWEET HOME,10,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,70.8
579837,48184,DOORMAT ENGLISH ROSE,10,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,70.8
579837,48185,DOORMAT FAIRY CAKE,20,2011-11-30T16:18:00.000+01:00,7.08,12882.0,United Kingdom,2011-11-30,16:18,141.6
579840,23344,JUMBO BAG 50'S CHRISTMAS,10,2011-11-30T16:19:00.000+01:00,2.08,18158.0,United Kingdom,2011-11-30,16:19,20.8
579840,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,23201,JUMBO BAG ALPHABET,10,2011-11-30T16:19:00.000+01:00,2.08,18158.0,United Kingdom,2011-11-30,16:19,20.8
579840,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,20723,STRAWBERRY CHARLOTTE BAG,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579840,20719,WOODLAND CHARLOTTE BAG,10,2011-11-30T16:19:00.000+01:00,0.85,18158.0,United Kingdom,2011-11-30,16:19,8.5
579843,23080,RED METAL BOX TOP SECRET,6,2011-11-30T16:21:00.000+01:00,8.25,12921.0,United Kingdom,2011-11-30,16:21,49.5
579843,23081,GREEN METAL BOX ARMY SUPPLIES,6,2011-11-30T16:21:00.000+01:00,8.25,12921.0,United Kingdom,2011-11-30,16:21,49.5
579843,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-11-30T16:21:00.000+01:00,2.95,12921.0,United Kingdom,2011-11-30,16:21,17.7
579843,23499,SET 12 VINTAGE DOILY CHALK,48,2011-11-30T16:21:00.000+01:00,0.42,12921.0,United Kingdom,2011-11-30,16:21,20.16
579843,23461,SWEETHEART BIRD HOUSE,4,2011-11-30T16:21:00.000+01:00,4.15,12921.0,United Kingdom,2011-11-30,16:21,16.6
579843,84879,ASSORTED COLOUR BIRD ORNAMENT,48,2011-11-30T16:21:00.000+01:00,1.69,12921.0,United Kingdom,2011-11-30,16:21,81.12
579843,85099B,JUMBO BAG RED RETROSPOT,10,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,20.8
579843,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,30,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,62.4
579843,22386,JUMBO BAG PINK POLKADOT,20,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,41.6
579843,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,20.8
579843,23201,JUMBO BAG ALPHABET,30,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,62.4
579843,23203,JUMBO BAG VINTAGE DOILY,40,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,83.2
579843,23202,JUMBO BAG VINTAGE LEAF,40,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,83.2
579843,23199,JUMBO BAG APPLES,10,2011-11-30T16:21:00.000+01:00,2.08,12921.0,United Kingdom,2011-11-30,16:21,20.8
579843,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2011-11-30T16:21:00.000+01:00,0.85,12921.0,United Kingdom,2011-11-30,16:21,20.4
579843,84946,ANTIQUE SILVER T-LIGHT GLASS,36,2011-11-30T16:21:00.000+01:00,1.25,12921.0,United Kingdom,2011-11-30,16:21,45.0
579843,85053,FRENCH ENAMEL CANDLEHOLDER,24,2011-11-30T16:21:00.000+01:00,2.1,12921.0,United Kingdom,2011-11-30,16:21,50.4
579843,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-11-30T16:21:00.000+01:00,1.95,12921.0,United Kingdom,2011-11-30,16:21,46.8
579843,23036,T-LIGHT HOLDER SILVER PETIT FOUR,12,2011-11-30T16:21:00.000+01:00,1.25,12921.0,United Kingdom,2011-11-30,16:21,15.0
579843,23037,CANDLE HOLDER SILVER MADELINE,12,2011-11-30T16:21:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:21,19.8
579843,23298,SPOTTY BUNTING,36,2011-11-30T16:21:00.000+01:00,4.95,12921.0,United Kingdom,2011-11-30,16:21,178.2
579843,21621,VINTAGE UNION JACK BUNTING,12,2011-11-30T16:21:00.000+01:00,8.5,12921.0,United Kingdom,2011-11-30,16:21,102.0
579843,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-11-30T16:21:00.000+01:00,0.85,12921.0,United Kingdom,2011-11-30,16:21,10.2
579843,20725,LUNCH BAG RED RETROSPOT,40,2011-11-30T16:21:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:21,66.0
579843,20727,LUNCH BAG  BLACK SKULL.,30,2011-11-30T16:21:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:21,49.5
579843,22384,LUNCH BAG PINK POLKADOT,30,2011-11-30T16:21:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:21,49.5
579843,23209,LUNCH BAG VINTAGE DOILY,40,2011-11-30T16:21:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:21,66.0
579846,22551,PLASTERS IN TIN SPACEBOY,12,2011-11-30T16:22:00.000+01:00,1.65,12921.0,United Kingdom,2011-11-30,16:22,19.8
579846,22632,HAND WARMER RED RETROSPOT,12,2011-11-30T16:22:00.000+01:00,2.1,12921.0,United Kingdom,2011-11-30,16:22,25.2
579846,22867,HAND WARMER BIRD DESIGN,12,2011-11-30T16:22:00.000+01:00,2.1,12921.0,United Kingdom,2011-11-30,16:22,25.2
579846,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-30T16:22:00.000+01:00,2.1,12921.0,United Kingdom,2011-11-30,16:22,25.2
